stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5425,5425,"NOBLESTOWN RD + #2120 (SHOP-N-SAVE DR #2)",,40.431806,-80.052764,,,,,,0
5427,5427,"NOBLESTOWN RD + COLESCOTT",,40.434235,-80.050202,,,,,,0
5428,5428,"NOBLESTOWN RD + DENISONVIEW",,40.435102,-80.050413,,,,,,0
5429,5429,"NOBLESTOWN RD + BARTOW",,40.436208,-80.052019,,,,,,0
5430,5430,"NOBLESTOWN RD + CRAFTON",,40.437486,-80.053761,,,,,,0
5458,5458,"GREENTREE RD + MANSFIELD FS",,40.422491,-80.045508,,,,,,0
5460,5460,"GREENTREE RD + PARKWAY CENTER DR SOUTH",,40.424606,-80.042834,,,,,,0
5461,5461,"NOBLESTOWN RD + CRAFTON FS",,40.437477,-80.053848,,,,,,0
5462,5462,"NOBLESTOWN RD + BARTOW",,40.436195,-80.052139,,,,,,0
5463,5463,"NOBLESTOWN RD + DENISONVIEW",,40.435053,-80.050533,,,,,,0
5464,5464,"NOBLESTOWN RD + HARRIS FS",,40.434116,-80.050350,,,,,,0
5465,5465,"NOBLESTOWN RD + #2094",,40.432745,-80.051798,,,,,,0
5466,5466,"NOBLESTOWN RD + #2128",,40.431988,-80.052700,,,,,,0
5467,5467,"NOBLESTOWN RD + FIRE STATION (#2200)",,40.431121,-80.053458,,,,,,0
5468,5468,"NOBLESTOWN RD + #2212",,40.429811,-80.053529,,,,,,0
5469,5469,"NOBLESTOWN RD + POPLAR",,40.428149,-80.053674,,,,,,0
5470,5470,"NOBLESTOWN RD + NOBLE MANOR (RITE AID)",,40.427084,-80.055592,,,,,,0
5471,5471,"NOBLESTOWN RD + BALDWICK",,40.426636,-80.056706,,,,,,0
5480,5480,"NOBLESTOWN RD + HAWTHORNE",,40.416189,-80.067468,,,,,,0
5481,5481,"NOBLESTOWN RD + #640",,40.415859,-80.070763,,,,,,0
5483,5483,"NOBLESTOWN RD + ALTER",,40.413893,-80.073256,,,,,,0
5484,5484,"NOBLESTOWN RD + DUNCAN FS",,40.413128,-80.075347,,,,,,0
5485,5485,"NOBLESTOWN RD + IDLEWOOD",,40.413371,-80.076804,,,,,,0
5490,5490,"WASHINGTON PIKE + STEEN",,40.376324,-80.097860,,,,,,0
5491,5491,"WASHINGTON PIKE + WINSTEIN",,40.374050,-80.099162,,,,,,0
5493,5493,"WASHINGTON PIKE + VANADIUM",,40.370472,-80.100718,,,,,,0
5494,5494,"WASHINGTON PIKE + GREAT SOUTHERN SC ENT #1",,40.368758,-80.102365,,,,,,0
5495,5495,"WASHINGTON PIKE + GREAT SOUTHERN SC ENT #2",,40.367714,-80.104225,,,,,,0
5497,5497,"WASHINGTON PIKE + MAYER",,40.366212,-80.106937,,,,,,0
5498,5498,"WASHINGTON PIKE + CHARTIERS VALLEY SC",,40.365601,-80.108075,,,,,,0
5499,5499,"WASHINGTON AVE + PRESTLEY",,40.362701,-80.110473,,,,,,0
5500,5500,"WASHINGTON AVE + MURRAY",,40.360294,-80.111523,,,,,,0
5524,5524,"NOBLESTOWN RD + HOLIDAY DR",,40.426431,-80.061660,,,,,,0
5525,5525,"NOBLESTOWN RD + PACE",,40.424904,-80.065741,,,,,,0
5526,5526,"NOBLESTOWN RD + DURBIN",,40.423801,-80.066531,,,,,,0
5528,5528,"NOBLESTOWN RD + MORANGE",,40.420840,-80.066969,,,,,,0
5530,5530,"NOBLESTOWN RD + #2793",,40.419055,-80.066564,,,,,,0
5551,5551,"PARKWAY CTR DR SOUTH + BUILDING #7",,40.423579,-80.041033,,,,,,0
5552,5552,"GREENTREE RD + WARRIORS",,40.424250,-80.043385,,,,,,0
5553,5553,"GREENTREE RD + MANSFIELD",,40.422172,-80.046055,,,,,,0
5560,20287,"EAST BUSWAY + PENN STATION A",,40.443896,-79.992074,,,,,,0
5564,5564,"GRANT ST + OLIVER",,40.440094,-79.996232,,,,,,0
5588,5588,"3RD ST + MAIN",,40.404453,-80.091119,,,,,,0
5595,5595,"CAROTHERS AVE + WASHINGTON",,40.395715,-80.086949,,,,,,0
5655,5655,"GREENTREE RD + FOREST FS",,40.405522,-80.054181,,,,,,0
5656,5656,"GREENTREE RD + BANBURY",,40.406342,-80.053023,,,,,,0
5657,5657,"GREENTREE RD + POTOMAC",,40.408367,-80.050176,,,,,,0
5659,5659,"GREENTREE RD + ORIOLE",,40.410280,-80.047472,,,,,,0
5660,5660,"GREENTREE RD + ORCHARD",,40.412117,-80.045942,,,,,,0
5661,5661,"GREENTREE RD + CARNAHAN",,40.414111,-80.045016,,,,,,0
5663,5663,"GREENTREE RD + MANILLA FS",,40.418682,-80.045713,,,,,,0
5736,5736,"GREENTREE RD + MANILLA",,40.418648,-80.045868,,,,,,0
5738,5738,"GREENTREE RD + CARNAHAN",,40.414317,-80.045095,,,,,,0
5739,5739,"GREENTREE RD + ORCHARD",,40.412212,-80.045994,,,,,,0
5740,5740,"GREENTREE RD + ORIOLE",,40.410360,-80.047495,,,,,,0
5742,5742,"GREENTREE RD + POTOMAC",,40.408620,-80.049956,,,,,,0
5743,5743,"GREENTREE RD + BANBURY",,40.406612,-80.052778,,,,,,0
5744,5744,"GREENTREE RD + FOREST",,40.405559,-80.054260,,,,,,0
5795,5795,"GREENTREE RD + LINDSAY",,40.386087,-80.084647,,,,,,0
5796,5796,"LINDSAY RD + #443",,40.384201,-80.084457,,,,,,0
5797,5797,"LINDSAY RD + #509",,40.382390,-80.085733,,,,,,0
5798,5798,"LINDSAY RD + #559",,40.382298,-80.084168,,,,,,0
5799,5799,"LINDSAY RD + #601",,40.383133,-80.082512,,,,,,0
5800,5800,"LINDSAY RD + WYNNECLIFF #1",,40.383671,-80.080521,,,,,,0
5801,5801,"LINDSAY RD + #722",,40.385452,-80.079277,,,,,,0
5802,5802,"LINDSAY RD + WYNNECLIFF #2",,40.387322,-80.079396,,,,,,0
5804,5804,"LINDSAY RD + CLAIREVIEW",,40.387955,-80.077438,,,,,,0
5805,5805,"LINDSAY RD + GREENVIEW",,40.386883,-80.076523,,,,,,0
5807,5807,"LINDSAY RD + CHERRYTREE",,40.385494,-80.074008,,,,,,0
5809,5809,"LINDSAY RD + SWALLOW HILL",,40.384605,-80.070679,,,,,,0
5811,5811,"SWALLOW HILL RD + THE KNOLLS",,40.387276,-80.073708,,,,,,0
5813,5813,"SWALLOW HILL RD + THE BOURSE",,40.389176,-80.073972,,,,,,0
5819,5819,"GREENTREE RD + FORSYTHE",,40.399517,-80.064987,,,,,,0
5820,5820,"GREENTREE RD + GREEN OAK NS",,40.401118,-80.063307,,,,,,0
5822,5822,"GREENTREE RD + CHATHAM PARK",,40.403345,-80.058376,,,,,,0
5860,5860,"GREENTREE RD + RYAN",,40.402916,-80.060647,,,,,,0
5861,5861,"GREENTREE RD + GREEN OAK",,40.401536,-80.063061,,,,,,0
5862,5862,"GREENTREE RD AT COVENANT CHURCH PARK AND RIDE",,40.400571,-80.064294,,,,,,0
5863,5863,"GREENTREE RD + FORSYTHE",,40.399857,-80.065010,,,,,,0
5878,5878,"GREENTREE RD + GREENBRIAR",,40.398529,-80.065668,,,,,,0
5879,5879,"GREENTREE ROAD + LEADER COUNTRY DR",,40.396586,-80.066160,,,,,,0
5880,5880,"GREENTREE RD + MANORVIEW",,40.394717,-80.066373,,,,,,0
5881,5881,"GREENTREE RD + # 2080",,40.391972,-80.069099,,,,,,0
5882,5882,"GREENTREE RD + VIRGINIA MANSIONS",,40.391672,-80.071292,,,,,,0
5883,5883,"SWALLOW HILL RD + GREENTREE FS",,40.390078,-80.074184,,,,,,0
5884,5884,"SWALLOW HILL RD + THE BOURSE",,40.389250,-80.074122,,,,,,0
5885,5885,"SWALLOW HILL RD + NOB HILL APTS DRIVE",,40.387931,-80.074016,,,,,,0
5887,5887,"LINDSAY RD + SWALLOW HILL FS",,40.384462,-80.071032,,,,,,0
5889,5889,"LINDSAY RD + CHERRYTREE",,40.385473,-80.073849,,,,,,0
5891,5891,"LINDSAY RD + GREENVIEW FS",,40.386926,-80.076484,,,,,,0
5892,5892,"LINDSAY RD + CLAIREVIEW",,40.387852,-80.077364,,,,,,0
5893,5893,"LINDSAY RD + #834",,40.388636,-80.078271,,,,,,0
5894,5894,"LINDSAY RD + WYNNECLIFF #1",,40.387481,-80.079484,,,,,,0
5896,5896,"LINDSAY RD + WYNNECLIFF #2",,40.383789,-80.080301,,,,,,0
5897,5897,"LINDSAY RD + #601",,40.383129,-80.082710,,,,,,0
5898,5898,"LINDSAY RD + #559",,40.382220,-80.084368,,,,,,0
5899,5899,"LINDSAY RD + #509",,40.382134,-80.085701,,,,,,0
5900,5900,"LINDSAY RD + #443",,40.384186,-80.084380,,,,,,0
5901,5901,"LINDSAY RD + GREENTREE",,40.386117,-80.084266,,,,,,0
5922,5922,"SECOND AVE + MUNICIPAL COURTS DR FS",,40.435982,-79.995478,,,,,,0
5923,5923,"BLVD OF ALLIES + CHERRY WAY FS",,40.437661,-79.999664,,,,,,0
5928,5928,"FT COUCH RD + MEDICAL ARTS BLDG",,40.340878,-80.052343,,,,,,0
5929,5929,"OXFORD DR + THOMAS MORE MANOR",,40.343425,-80.051929,,,,,,0
5931,5931,"OXFORD DR + GIANT EAGLE",,40.346526,-80.048560,,,,,,0
5932,5932,"OXFORD DR + VILLAGE SQUARE UPPER ENT",,40.347887,-80.049638,,,,,,0
5950,5950,"WASHINGTON RD + SHADY DR",,40.383109,-80.043827,,,,,,0
6002,6002,"WASHINGTON RD + FLORENCE PL",,40.384457,-80.043904,,,,,,0
6018,6018,"OXFORD DR + GIANT EAGLE",,40.346680,-80.048845,,,,,,0
6056,6056,"BOWER HILL RD + LIBERTY",,40.359022,-80.108893,,,,,,0
6081,6081,"PIONEER AVE + BELLAIRE",,40.397164,-80.023215,,,,,,0
6082,6082,"PIONEER AVE + ROSSMORE",,40.397892,-80.022880,,,,,,0
6084,6084,"PIONEER AVE + BERWIN",,40.399156,-80.021201,,,,,,0
6085,6085,"PIONEER AVE + METZ",,40.400098,-80.020180,,,,,,0
6086,6086,"PIONEER AVE + BELLBROOK",,40.401149,-80.018511,,,,,,0
6088,6088,"PIONEER AVE + DUNSTER",,40.402386,-80.015965,,,,,,0
6090,6090,"PIONEER AVE + STETSON",,40.405443,-80.015050,,,,,,0
6091,6091,"PIONEER AVE + SOUTHCREST",,40.406925,-80.014989,,,,,,0
6092,6092,"PIONEER AVE + NORTHCREST",,40.409412,-80.013843,,,,,,0
6093,6093,"PIONEER AVE RAMP + SOUTH BUSWAY",,40.411828,-80.009028,,,,,,0
6094,6094,"SOUTH BUSWAY + PALM GARDEN",,40.416432,-80.011833,,,,,,0
6095,6095,"SOUTH BUSWAY + SOUTH HILLS JCT",,40.421255,-80.006804,,,,,,0
6096,6096,"SMITHFIELD ST BRIDGE + STATION SQUARE",,40.432960,-80.003494,,,,,,0
6098,6098,"SOUTH BUSWAY + PALM GARDEN",,40.416100,-80.011821,,,,,,0
6099,6099,"PIONEER AVE RAMP + PIONEER",,40.411808,-80.009236,,,,,,0
6100,6100,"PIONEER AVE + NORTHCREST",,40.409286,-80.014301,,,,,,0
6102,6102,"PIONEER AVE + STETSON",,40.405731,-80.015063,,,,,,0
6104,6104,"PIONEER AVE + DUNSTER",,40.402537,-80.015976,,,,,,0
6106,6106,"PIONEER AVE + BELLBROOK",,40.401254,-80.018092,,,,,,0
6108,6108,"PIONEER AVE + BERWIN",,40.399220,-80.021223,,,,,,0
6110,6110,"PIONEER AVE + ROSSMORE",,40.398101,-80.022722,,,,,,0
6151,6151,"WEST LIBERTY AVE + DORMONT AVE",,40.391328,-80.038927,,,,,,0
6154,6154,"WEST LIBERTY AVE + ILLINOIS (POTOMAC)",,40.395175,-80.033986,,,,,,0
6161,6161,"BROOKLINE BLVD + CASTLEGATE",,40.394996,-80.021754,,,,,,0
6162,6162,"BROOKLINE BLVD + FLATBUSH",,40.393712,-80.020141,,,,,,0
6163,6163,"BROOKLINE BLVD + STEBBINS",,40.393150,-80.019200,,,,,,0
6164,6164,"CHELTON AVE + QUEENSBORO",,40.391615,-80.017159,,,,,,0
6165,6165,"CHELTON AVE + OAKRIDGE",,40.389858,-80.014770,,,,,,0
6166,6166,"CHELTON AVE + FREEDOM",,40.388400,-80.012749,,,,,,0
6168,6168,"FREEDOM AVE + WAREMAN",,40.389410,-80.011288,,,,,,0
6169,6169,"FREEDOM AVE + MERRICK",,40.390076,-80.010468,,,,,,0
6170,6170,"MERRICK AVE + HOBSON",,40.389546,-80.009648,,,,,,0
6185,6185,"BROOKLINE BLVD + #1439",,40.392418,-80.007500,,,,,,0
6186,6186,"BROOKLINE BLVD + GREENCREST",,40.392350,-80.005410,,,,,,0
6187,6187,"BROOKLINE BLVD + #1572",,40.391224,-80.003094,,,,,,0
6188,6188,"BROOKLINE BLVD + ALTMAR",,40.391062,-80.000491,,,,,,0
6189,6189,"ALTMAR ST + REAMER",,40.391498,-80.000247,,,,,,0
6190,6190,"REAMER ST + #1555",,40.391900,-80.002648,,,,,,0
6191,6191,"BROOKLINE BLVD + GREENCREST",,40.392266,-80.005128,,,,,,0
6192,6192,"BROOKLINE BLVD + #1439",,40.392472,-80.007161,,,,,,0
6193,6193,"BROOKLINE BLVD + BREINING",,40.392329,-80.010706,,,,,,0
6198,6198,"BROOKLINE BLVD + FLATBUSH",,40.393720,-80.019839,,,,,,0
6199,6199,"BROOKLINE BLVD + CASTLEGATE",,40.394817,-80.021351,,,,,,0
6205,6205,"WEST LIBERTY AVE + WISCONSIN",,40.393816,-80.036110,,,,,,0
6207,6207,"WEST LIBERTY AVE + PARK",,40.391242,-80.039256,,,,,,0
6240,6240,"WINFIELD ST + BANK",,40.350401,-80.104623,,,,,,0
6242,6242,"BANK ST + GRANDVIEW",,40.353044,-80.105706,,,,,,0
6243,6243,"BANK ST + ELM",,40.353823,-80.106611,,,,,,0
6244,6244,"BANK ST + CHESTNUT",,40.354515,-80.107620,,,,,,0
6245,6245,"BANK ST + GREGG",,40.355091,-80.108475,,,,,,0
6246,6246,"BANK ST + DEWEY",,40.356213,-80.110138,,,,,,0
6248,6248,"RAILROAD ST + #435 (STATION)",,40.358235,-80.110379,,,,,,0
6250,6250,"BOWER HILL RD + #736",,40.358621,-80.103978,,,,,,0
6251,6251,"BOWER HILL RD + #802",,40.359865,-80.101768,,,,,,0
6253,6253,"BOWER HILL RD + SYLVA",,40.362106,-80.097878,,,,,,0
6258,6258,"BOWER HILL RD + ROCKHILL",,40.366595,-80.086370,,,,,,0
6260,6260,"VANADIUM RD + ELMBROOK",,40.369478,-80.085734,,,,,,0
6263,6263,"VANADIUM RD + VOLUNTEER FIRE COMPANY",,40.374319,-80.092305,,,,,,0
6265,6265,"MAIN ST + #1737",,40.376844,-80.092911,,,,,,0
6267,6267,"KANE BLVD + DAVIS",,40.378016,-80.091450,,,,,,0
6268,6268,"KANE BLVD + HUGHES",,40.377249,-80.090478,,,,,,0
6269,6269,"KANE BLVD + ELM",,40.375889,-80.088639,,,,,,0
6270,6270,"KANE BLVD + INSTITUTION DR (KANE CTR)",,40.375371,-80.087923,,,,,,0
6272,6272,"KANE BLVD + CHURCH RECTORY",,40.373069,-80.083982,,,,,,0
6275,6275,"BOWER HILL RD + KELSO",,40.371967,-80.077895,,,,,,0
6276,6276,"BOWER HILL RD + CLEMSON",,40.372440,-80.076477,,,,,,0
6277,6277,"BOWER HILL RD + PAT HAVEN",,40.373246,-80.075587,,,,,,0
6278,6278,"BOWER HILL RD + SYLVANDELL",,40.374374,-80.073425,,,,,,0
6280,6280,"BOWER HILL RD + FIRWOOD",,40.376167,-80.067837,,,,,,0
6281,6281,"BOWER HILL RD + LAKEMONT (ST CLAIR HOSP)",,40.377887,-80.065164,,,,,,0
6282,6282,"BOWER HILL RD + PARKVIEW",,40.379760,-80.063136,,,,,,0
6283,6283,"BOWER HILL RD + CARNEGIE",,40.383189,-80.056427,,,,,,0
6284,6284,"BOWER HILL RD + COCHRAN RD",,40.384864,-80.053572,,,,,,0
6285,6285,"BOWER HILL RD + MARLIN",,40.385667,-80.050321,,,,,,0
6286,6286,"BOWER HILL RD + RALSTON",,40.386325,-80.047861,,,,,,0
6288,6288,"WEST LIBERTY AVE + BLAINE",,40.396783,-80.030414,,,,,,0
6289,6289,"WEST LIBERTY AVE + #2665",,40.397479,-80.028444,,,,,,0
6291,6291,"WEST LIBERTY AVE + BROOKLINE BLVD FS",,40.398558,-80.025756,,,,,,0
6293,6293,"WEST LIBERTY AVE + PAULINE",,40.401657,-80.022164,,,,,,0
6296,6296,"WEST LIBERTY AVE + CAPE MAY",,40.408332,-80.017760,,,,,,0
6299,6299,"SOUTH BUSWAY + DAWN AVE SHELTER",,40.412922,-80.010819,,,,,,0
6400,6400,"SOUTH BUSWAY + DAWN AVE SHELTER",,40.413133,-80.010907,,,,,,0
6401,6401,"WEST LIBERTY AVE + BROOKSIDE",,40.410571,-80.015487,,,,,,0
6402,6402,"WEST LIBERTY AVE + CAPE MAY",,40.408661,-80.017676,,,,,,0
6403,6403,"WEST LIBERTY AVE + CURRANHILL",,40.405405,-80.018885,,,,,,0
6405,6405,"WEST LIBERTY AVE + PAULINE",,40.401903,-80.022071,,,,,,0
6406,6406,"WEST LIBERTY AVE + BELLE ISLE",,40.400392,-80.023626,,,,,,0
6407,6407,"WEST LIBERTY AVE + WENZELL",,40.398453,-80.026140,,,,,,0
6408,6408,"WEST LIBERTY AVE + #2666",,40.397784,-80.027957,,,,,,0
6409,6409,"WEST LIBERTY AVE + LASALLE",,40.396705,-80.031013,,,,,,0
6410,6410,"WASHINGTON RD + BOWER HILL",,40.387057,-80.043758,,,,,,0
6411,6411,"BOWER HILL RD + N MEADOWCROFT",,40.386734,-80.045844,,,,,,0
6412,6412,"BOWER HILL RD + RALSTON",,40.386426,-80.047699,,,,,,0
6413,6413,"BOWER HILL RD + MARLIN",,40.385850,-80.049954,,,,,,0
6414,6414,"BOWER HILL RD + COCHRAN RD FS",,40.384890,-80.053923,,,,,,0
6415,6415,"BOWER HILL RD + PARKVIEW",,40.380076,-80.062897,,,,,,0
6416,6416,"BOWER HILL RD + SEGAR",,40.378362,-80.064644,,,,,,0
6417,6417,"BOWER HILL RD + N WREN",,40.376584,-80.067407,,,,,,0
6418,6418,"BOWER HILL RD + BOWER HILL APTS",,40.375458,-80.069763,,,,,,0
6420,6420,"BOWER HILL RD + SYLVANDELL",,40.374384,-80.073710,,,,,,0
6421,6421,"BOWER HILL RD + PAT HAVEN",,40.373441,-80.075562,,,,,,0
6422,6422,"BOWER HILL RD + CLEMSON",,40.372632,-80.076426,,,,,,0
6423,6423,"BOWER HILL RD + KELSO",,40.372076,-80.077913,,,,,,0
6425,6425,"BOWER HILL RD + KANE BLVD",,40.371838,-80.082474,,,,,,0
6426,6426,"KANE BLVD + OUR LADY OF GRACE CHURCH",,40.373912,-80.084665,,,,,,0
6429,6429,"KANE BLVD + ELM",,40.375956,-80.088619,,,,,,0
6430,6430,"KANE BLVD + HUGHES",,40.377351,-80.090497,,,,,,0
6431,6431,"KANE BLVD + DAVIS",,40.378087,-80.091418,,,,,,0
6432,6432,"MAIN ST + #1737",,40.377026,-80.092876,,,,,,0
6434,6434,"VANADIUM RD + VOLUNTEER FIRE COMPANY",,40.374261,-80.092323,,,,,,0
6435,6435,"VANADIUM RD + VANADIUM WOODS VLG NS",,40.372217,-80.089814,,,,,,0
6436,6436,"VANADIUM RD + ELMBROOK",,40.369455,-80.085846,,,,,,0
6438,6438,"BOWER HILL RD + ROCKHILL",,40.366837,-80.086314,,,,,,0
6442,6442,"BOWER HILL RD + UNION",,40.362213,-80.097662,,,,,,0
6443,6443,"BOWER HILL RD + COOKS SCHOOL",,40.361173,-80.100298,,,,,,0
6446,6446,"BOWER HILL RD + MCLAUGHLIN",,40.358359,-80.105141,,,,,,0
6447,6447,"RAILROAD ST + STATION",,40.358016,-80.110706,,,,,,0
6448,6448,"DEWEY AVE + BANK",,40.356428,-80.110329,,,,,,0
6449,6449,"BANK ST + GREGG",,40.355192,-80.108766,,,,,,0
6450,6450,"BANK ST + CHESTNUT",,40.354400,-80.107590,,,,,,0
6451,6451,"BANK ST + ELM",,40.353711,-80.106586,,,,,,0
6452,6452,"BANK ST + ELIZABETH",,40.353131,-80.105911,,,,,,0
6454,6454,"BANK ST + WINFIELD",,40.350434,-80.104948,,,,,,0
6528,6528,"LESNETT RD + BANK FS",,40.349209,-80.103668,,,,,,0
6571,6571,"WASHINGTON RD + ABBYVILLE",,40.351983,-80.050520,,,,,,0
6573,6573,"GALLERIA STOREFRONT + SOUTHEAST ENTRANCE",,40.356559,-80.052006,,,,,,0
6576,6576,"GILKESON RD + OLD GILKESON",,40.359018,-80.059790,,,,,,0
6577,6577,"GILKESON RD + CEDAR",,40.361648,-80.063758,,,,,,0
6578,6578,"CEDAR BLVD + #1281",,40.363107,-80.063427,,,,,,0
6579,6579,"CEDAR BLVD + BEADLING RD",,40.366372,-80.061188,,,,,,0
6581,6581,"CEDAR BLVD + LINDENDALE",,40.367586,-80.061278,,,,,,0
6582,6582,"CEDAR BLVD + #1163",,40.369265,-80.060649,,,,,,0
6583,6583,"CEDAR BLVD + MAYFAIR",,40.370795,-80.059912,,,,,,0
6585,6585,"CEDAR BLVD + GREENHURST",,40.374953,-80.056779,,,,,,0
6586,6586,"CEDAR BLVD + HOLLYCREST",,40.377721,-80.055309,,,,,,0
6598,6598,"CEDAR BLVD + SALEM",,40.378045,-80.055118,,,,,,0
6599,6599,"CEDAR BLVD + GREENHURST",,40.375260,-80.056707,,,,,,0
6601,6601,"CEDAR BLVD + MAYFAIR",,40.371078,-80.059793,,,,,,0
6602,6602,"CEDAR BLVD + #1154",,40.369488,-80.060616,,,,,,0
6603,6603,"CEDAR BLVD + LINDENDALE",,40.367725,-80.061354,,,,,,0
6604,6604,"CEDAR BLVD + BEADLING",,40.366356,-80.061272,,,,,,0
6608,6608,"GILKESON RD + OLD GILKESON",,40.358795,-80.059631,,,,,,0
6611,6611,"WASHINGTON RD + ABBYVILLE",,40.352315,-80.050609,,,,,,0
6612,6612,"WASHINGTON RD + WASHINGTONIAN APTS",,40.350225,-80.051365,,,,,,0
6647,6647,"BROOKLINE BLVD + PIONEER",,40.396176,-80.023332,,,,,,0
6654,6654,"BROOKLINE BLVD + BIRCHLAND",,40.392337,-80.009447,,,,,,0
6656,6656,"RUTLEDGE ST + REPUBLIC",,40.440299,-80.025391,,,,,,0
6657,6657,"GRANDVIEW AVE + SHALER",,40.440396,-80.023224,,,,,,0
6658,6658,"GRANDVIEW AVE + AUGUSTA",,40.439816,-80.022141,,,,,,0
6659,6659,"GRANDVIEW AVE + PLYMOUTH",,40.438881,-80.020553,,,,,,0
6660,6660,"GRANDVIEW AVE + COHASSETT",,40.437868,-80.018323,,,,,,0
6661,6661,"GRANDVIEW AVE + HALLOCK",,40.437310,-80.017330,,,,,,0
6662,6662,"GRANDVIEW AVE + LABELLE",,40.436425,-80.015718,,,,,,0
6663,6663,"LABELLE ST + PIERMONT",,40.434605,-80.016043,,,,,,0
6664,6664,"LABELLE ST + SYCAMORE",,40.433320,-80.016311,,,,,,0
6665,6665,"LABELLE ST + VIRGINIA",,40.432235,-80.016524,,,,,,0
6673,6673,"VIRGINIA AVE + BERTHA",,40.431422,-80.012165,,,,,,0
6674,6674,"VIRGINIA AVE + KEARSARGE",,40.431144,-80.010727,,,,,,0
6675,6675,"VIRGINIA AVE + MAPLE TERRACE",,40.430652,-80.009673,,,,,,0
6676,6676,"VIRGINIA AVE + SHOP N SAVE",,40.429819,-80.008101,,,,,,0
6677,6677,"SHILOH ST + VIRGINIA FS",,40.429105,-80.007341,,,,,,0
6678,6678,"SOUTHERN AVE + NATCHEZ",,40.428699,-80.008103,,,,,,0
6679,6679,"SOUTHERN AVE + PROSPECT",,40.428167,-80.008668,,,,,,0
6680,6680,"SOUTHERN AVE + WHITWORTH",,40.426024,-80.009288,,,,,,0
6682,6682,"SOUTHERN AVE + DEWITT",,40.424594,-80.010311,,,,,,0
6683,6683,"SOUTHERN AVE + OHARA",,40.423807,-80.011104,,,,,,0
6688,6688,"BOGGS AVE + LELIA",,40.421829,-80.010291,,,,,,0
6690,6690,"BOGGS AVE + SMITH",,40.423994,-80.009245,,,,,,0
6691,6691,"BOGGS AVE + KRAMER",,40.424553,-80.008908,,,,,,0
6692,6692,"BOGGS AVE + #207",,40.426144,-80.007845,,,,,,0
6693,6693,"BOGGS AVE + WYOMING",,40.426808,-80.006381,,,,,,0
6694,6694,"BAILEY AVE + RUTH",,40.426997,-80.005280,,,,,,0
6698,6698,"KATHLEEN ST + JUDICIAL",,40.425624,-79.999828,,,,,,0
6699,6699,"KATHLEEN ST + CRAIGHEAD",,40.425655,-79.998660,,,,,,0
